,   Agencia Tributaria,,,,,
,,,,,,
Modelo 390,,Diseño de registro. Castellano.,,,,
vers.1.02,,IVA,,,,
Nº,Posic.,Lon,Tipo,Descripción,Validación,Contenido
1,1,2,An,Inicio del identificador de modelo y página.,OBLIGATORIO,"Constante ""<T"""
2,3,3,Num,Modelo. ,OBLIGATORIO,"Constante ""390"""
3,6,5,Num,Página.,OBLIGATORIO,"Constante ""01000"" "
4,11,1,An,Fin de identificador de modelo.,OBLIGATORIO,"Constante "">"" "
5,12,1,A,Indicador de página complementaria. ,,En blanco
6,13,1,A,RESERVADO PARA LA A.E.A.T. (Dejar en blanco) ,,
7,14,9,An,1. Sujeto pasivo - NIF.   ,OBLIGATORIO,Cualquier NIF válido PF o PJ.
8,23,60,An,1. Sujeto pasivo - Apellidos o Razón Social. ,OBLIGATORIO,
9,83,20,An,1. Sujeto pasivo - Nombre.,OBLIGATORIO (persona fisica),
10,103,4,Num,2. Devengo - Ejercicio. ,OBLIGATORIO,
11,107,2,An,RESERVADO PARA LA A.E.A.T. (Dejar en blanco) ,,
12,109,1,An,1. Sujeto pasivo - Registro de devolución mensual.,,"""0"" ó ""1"""
13,110,1,An,1. Sujeto pasivo - Regimen especial del grupo de entidades,,"""0"" ó ""1"""
14,111,7,An,1. Sujeto pasivo - Número de grupo,,
15,118,1,An,1. Sujeto pasivo - dominante?,,"""0"" ó ""1"""
16,119,1,An,1. Sujeto pasivo - dependiente?,,"""0"" ó ""1"""
17,120,1,An,1. Sujeto pasivo - Tipo régimen especial aplicable. Art 163 sexies.cinco. Si o No,,"""0"" - blanco, ""1"" - Si, ""2"" .- No"
18,121,9,An,1. Sujeto pasivo - NIF entidad dominante ,,
19,130,1,An,1. Sujeto pasivo - Concurso acreedores en este ejercicio,,"""0"" - blanco, ""1"" - Si, ""2"" .- No"
20,131,1,An,1. Sujeto pasivo - Regimen especial del criterio de caja,,"""0"" - blanco, ""1"" - Si, ""2"" .- No"
21,132,1,An,1. Sujeto pasivo - Ha sido destinatario del régimen especial del criterio de caja,,"""0"" - blanco, ""1"" - Si, ""2"" .- No"
22,133,1,Num,2. Devengo - Sustitutiva?,,"""0"" ó ""1"""
23,134,1,Num,2. Devengo - Sustitutiva por rectificación de cuotas?,,"""0"" ó ""1"""
24,135,13,An,2. Devengo - Nº justificante declaración anterior,,
25,148,40,An,3. Datos estadísticos - A - Actividades - Principal,,
26,188,3,An,3. Datos estadísticos - B - Código de actividad - Principal,,
27,191,4,An,3. Datos estadísticos - C -Epígrafe I.A.E. - Principal,,
28,195,40,An,3. Datos estadísticos - A - Actividades - Otras - 1ª,,
29,235,3,An,3. Datos estadísticos - B - Código de actividad - Otras 1ª,,
30,238,4,An,3. Datos estadísticos - C -Epígrafe I.A.E. - Otras 1º,,
31,242,40,An,3. Datos estadísticos - A - Actividades - Otras - 2ª,,
32,282,3,An,3. Datos estadísticos - B - Código de actividad - Otras 2ª,,
33,285,4,An,3. Datos estadísticos - C -Epígrafe I.A.E. - Otras 2º,,
34,289,40,An,3. Datos estadísticos - A - Actividades - Otras - 3ª,,
35,329,3,An,3. Datos estadísticos - B - Código de actividad - Otras 3ª,,
36,332,4,An,3. Datos estadísticos - C -Epígrafe I.A.E. - Otras 3º,,
37,336,40,An,3. Datos estadísticos - A - Actividades - Otras - 4ª,,
38,376,3,An,3. Datos estadísticos - B - Código de actividad - Otras 4ª,,
39,379,4,An,3. Datos estadísticos - C -Epígrafe I.A.E. - Otras 4º,,
40,383,40,An,3. Datos estadísticos - A - Actividades - Otras - 5ª,,
41,423,3,An,3. Datos estadísticos - B - Código de actividad - Otras 5ª,,
42,426,4,An,3. Datos estadísticos - C -Epígrafe I.A.E. - Otras 5º,,
43,430,1,An,3. Datos estadísticos - D - Declaración anual operac. con terceras personas.,,"""0"" ó ""1"""
44,431,9,An,3. Datos estadísticos - Declaración conjunta - NIF.,,
45,440,37,An,3. Datos estadísticos - Declaración conjunta - Razón social,,
46,477,9,An,4. Representante - Personas Físicas/Comunid. Bienes - Represent. - NIF.,,
47,486,80,An,4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Apellidos y Nombre/Razón social,,
48,566,2,An,4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Calle/Pza./Avda.,,
49,568,17,An,4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Nombre de la vía pública,,
50,585,5,An,4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Número,,
51,590,2,An,4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Esc.,,
52,592,2,An,4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Piso,,
53,594,2,An,4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Prta.,,
54,596,9,An,4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Teléfono,,
55,605,20,A,4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Municipio,,
56,625,15,A,4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Provincia,,
57,640,5,An,4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Código Postal,,
58,645,80,An,4. Representante - Personas Jurídicas - Represent. 1 - Nombre y Apellidos,,
59,725,9,An,4. Representante - Personas Jurídicas - Represent. 1 - NIF,,
60,734,8,Num,4. Representante - Personas Jurídicas - Represent. 1 - Fecha Poder (DDMMAAAA),,
61,742,12,An,4. Representante - Personas Jurídicas - Represent. 1 - Notaría,,
62,754,80,An,4. Representante - Personas Jurídicas - Represent. 2 - Nombre y Apellidos,,
63,834,9,An,4. Representante - Personas Jurídicas - Represent. 2 - NIF,,
64,843,8,Num,4. Representante - Personas Jurídicas - Represent. 2 - Fecha Poder (DDMMAAAA),,
65,851,12,An,4. Representante - Personas Jurídicas - Represent. 2 - Notaría,,
66,863,80,An,4. Representante - Personas Jurídicas - Represent. 3 - Nombre y Apellidos,,
67,943,9,An,4. Representante - Personas Jurídicas - Represent. 3 - NIF,,
68,952,8,Num,4. Representante - Personas Jurídicas - Represent. 3 - Fecha Poder (DDMMAAAA),,
69,960,12,An,4. Representante - Personas Jurídicas - Represent. 3 - Notaría,,
70,972,21,An,RESERVADO PARA LA A.E.A.T. (Dejar en blanco) Incluye Nº Referencia PADRE's,,
71,993,13,An,RESERVADO PARA LA A.E.A.T. (Dejar en blanco) Sello electrónico,,
