,   Agencia Tributaria,,,,,
,,,,,,
Modelo 390,,Diseño de registro. Castellano.,,,,
vers.1.02,,IVA,,,,
Nº,Posic.,Lon,Tipo,Descripción,Validación,Contenido
1,1,2,An,Inicio del identificador de modelo y página.,OBLIGATORIO,"Constante ""<T"""
2,3,3,Num,Modelo.,OBLIGATORIO,"Constante ""390"""
3,6,5,Num,Página.,OBLIGATORIO,"Constante ""04000"" "
4,11,1,An,Fin de identificador de modelo.,OBLIGATORIO,"Constante "">"" "
5,12,1,A,Indicador de página complementaria.,,En Blanco
6,13,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. bienes inversion - Tipo 2% - Base imponible [769],,Nota 2
7,30,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. bienes inversion - Tipo 2% - Cuota [770],,Nota 2
8,47,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. bienes inversion - Tipo 4% - Base imponible [220],,15 enteros 2 decimales
9,64,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. bienes inversion - Tipo 4% - Cuota [221],,15 enteros 2 decimales
10,81,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. bienes inversion - Tipo 5% - Base imponible [738],,Nota 2
11,98,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. bienes inversion - Tipo 5% - Cuota [739],,Nota 2
12,115,17,N,"5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. bienes inversion - Tipo 7,5% - Base imponible [771]",,Nota 2
13,132,17,N,"5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. bienes inversion - Tipo 7,5% - Cuota [772]",,Nota 2
14,149,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. bienes inversion - Tipo 10% - Base imponible [631],,15 enteros 2 decimales
15,166,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. bienes inversion - Tipo 10% - Cuota [632],,15 enteros 2 decimales
16,183,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. bienes inversion - Tipo 21% - Base imponible [633],,15 enteros 2 decimales
17,200,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. bienes inversion - Tipo 21% - Cuota [634],,15 enteros 2 decimales
18,217,17,N,5. Operaciones Reg. Gral. - IVA deducible - Total adqui. intra. bienes inversion - Base imponible [58],,15 enteros 2 decimales
19,234,17,N,5. Operaciones Reg. Gral. - IVA deducible - Total adqui. intra. bienes inversion - Cuota [59],,15 enteros 2 decimales
20,251,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. servicios - Tipo 2% - Base imponible [773],,Nota 2
21,268,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. servicios - Tipo 2% - Cuota [774],,Nota 2
22,285,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. servicios - Tipo 4% - Base imponible [587],,15 enteros 2 decimales
23,302,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. servicios - Tipo 4% - Cuota [588],,15 enteros 2 decimales
24,319,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. servicios - Tipo 5% - Base imponible [740],,Nota 2
25,336,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. servicios - Tipo 5% - Cuota [741],,Nota 2
26,353,17,N,"5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. servicios - Tipo 7,5% - Base imponible [775]",,Nota 2
27,370,17,N,"5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. servicios - Tipo 7,5% - Cuota [776]",,Nota 2
28,387,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. servicios - Tipo 10% - Base imponible [635],,15 enteros 2 decimales
29,404,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. servicios - Tipo 10% - Cuota [636],,15 enteros 2 decimales
30,421,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. servicios - Tipo 21% - Base imponible [637],,15 enteros 2 decimales
31,438,17,N,5. Operaciones Reg. Gral. - IVA deducible - Adqui. intra. servicios - Tipo 21% - Cuota [638],,15 enteros 2 decimales
32,455,17,N,5. Operaciones Reg. Gral. - IVA deducible - Total adqui. intra. servicios - Base imponible [597],,15 enteros 2 decimales
33,472,17,N,5. Operaciones Reg. Gral. - IVA deducible - Total adqui. intra. servicios - Cuota [598],,15 enteros 2 decimales
34,489,17,N,5. Operaciones Reg. Gral. - IVA deducible - Compensac. rég. especial agric./ganad./pesca - Base impon. [60],,15 enteros 2 decimales
35,506,17,N,5. Operaciones Reg. Gral. - IVA deducible - Compensac. rég. especial agric./ganad./pesca - Cuota deduc. [61],,15 enteros 2 decimales
36,523,17,N,5. Operaciones Reg. Gral. - IVA deducible - Cuotas deducibles en virtud de resolución administrativa o sentencia firmes con tipos no vigentes - Base impon.  [660],,15 enteros 2 decimales
37,540,17,N,5. Operaciones Reg. Gral. - IVA deducible - Cuotas deducibles en virtud de resolución administrativa o sentencia firmes con tipos no vigentes - Cuota deduc. [661],,15 enteros 2 decimales
38,557,17,N,5. Operaciones Reg. Gral. - IVA deducible - Rectificación de deducciones - Base imponible [639],,15 enteros 2 decimales
39,574,17,N,5. Operaciones Reg. Gral. - IVA deducible - Rectificación de deducciones - Cuota [62],,15 enteros 2 decimales
40,591,17,N,5. Operaciones Reg. Gral. - IVA deducible - Rectificación de deducciones intragrupo - Base impon. [651],,15 enteros 2 decimales
41,608,17,N,5. Operaciones Reg. Gral. - IVA deducible - Rectificación de deducciones intragrupo - Cuota [652],,15 enteros 2 decimales
42,625,17,N,5. Operaciones Reg. Gral. - IVA deducible - Regularización de inversiones [63],,15 enteros 2 decimales
43,642,17,N,5. Operaciones Reg. Gral. - IVA deducible - Regularización por aplicación porcentaje definitivo de prorrata [522],,15 enteros 2 decimales
44,659,17,N,5. Operaciones Reg. Gral. - IVA deducible - Suma de deducciones [64],,15 enteros 2 decimales
45,676,17,N,5. Operaciones Reg. Gral. - Resultado régimen general [65],,15 enteros 2 decimales
46,693,150,An,RESERVADO PARA LA A.E.A.T. (Dejar en blanco) ,,
47,843,12,An,Indentificador de Fin de registro,OBLIGATORIO,"Constante ""</T39004000>"""
TOTAL,,854,   POSICIONES,,,
,,,,,,
Nota1: ,,,,,,
