,   Agencia Tributaria,,,,,,
,,,,,,,
Modelo 390,,Diseño de registro. Castellano.,,,,,
vers.1.02,,IVA,,,,,
Nº,Posic.,Lon,Tipo,Com,Descripción,Validación,Contenido
1,1,2,An,C,Inicio del identificador de modelo y página.,OBLIGATORIO,"Constante ""<T"""
2,3,3,Num,C,Modelo,OBLIGATORIO,"Constante ""390"""
3,6,5,Num,C,Página,OBLIGATORIO.,"Constante ""07000"""
4,11,1,An,C,Fin de identificador de modelo.,OBLIGATORIO,"Constante "">"" "
5,12,1,A,,Indicador de página complementaria.,,"Blanco (No complementaria) o ""C"" (Complementaria)"
6,13,17,N,,11. Oper. Específicas - Adquisiciones interiores exentas [230],,15 enteros 2 decimales
7,30,17,N,,11. Oper. específicas - Adquisiciones intracomunitarias exentas [109],,15 enteros 2 decimales
8,47,17,N,,11. Oper. Específicas - Importaciones exentas [231],,15 enteros 2 decimales
9,64,17,N,,11. Oper. Específicas - Bases imponibles IVA soportado no deducible [232],,15 enteros 2 decimales
10,81,17,N,,11. Oper. específicas - Oper. sujetas que originan el derecho a la devolución mensual [111],,15 enteros 2 decimales
11,98,17,N,,11. Oper. específicas - Entrega interior bienes devengada por invers. sujet. pasiv. operac. triangul. [113],,15 enteros 2 decimales
12,115,17,N,,11. Oper. Específicas - Servicios localizados en el territorio de aplicación del impuesto por inversión del sujeto pasivo [523],,15 enteros 2 decimales
13,132,17,N,,11. Oper. Específicas - Importes de las entregas de bienes regimen especial criterio caja - Base imponible [654],,15 enteros 2 decimales
14,149,17,N,,11. Oper. Específicas - Importes de las entregas de bienes regimen especial criterio caja - Cuota [655],,15 enteros 2 decimales
15,166,17,N,,11. Oper. Específicas - Importes de las adquisiciones de bienes regimen especial criterio caja - Base imponible [656],,15 enteros 2 decimales
16,183,17,N,,11. Oper. Específicas - Importes de las adquisiciones de bienes regimen especial criterio caja - Cuota [657],,15 enteros 2 decimales
17,200,40,An,C,12. Prorratas - 1 - Actividad desarrollada,,
18,240,3,An,C,12. Prorratas - 1 - Código CNAE [114],,CNAE-2025
19,243,17,Num,C,12. Prorratas - 1 - Importe de operaciones [115],,15 enteros 2 decimales
20,260,17,Num,C,12. Prorratas - 1 - Importe de operaciones con derecho a deducción [116],,15 enteros 2 decimales
21,277,1,An,C,12. Prorratas - 1 - Tipo de prorrata [117],,"""G"", ""E"" o blanco."
22,278,5,Num,C,12. Prorratas - 1 - % de prorrata [118],,"3 enteros 2 decimales, menor o igual que 100."
23,283,40,An,C,12. Prorratas - 2 - Actividad desarrollada,,
24,323,3,An,C,12. Prorratas - 2 - Código CNAE [114],,CNAE-2025
25,326,17,Num,C,12. Prorratas - 2 - Importe de operaciones [115],,15 enteros 2 decimales
26,343,17,Num,C,12. Prorratas - 2 - Importe de operaciones con derecho a deducción [116],,15 enteros 2 decimales
27,360,1,An,C,12. Prorratas - 2 - Tipo de prorrata [117],,"""G"", ""E"" o blanco."
28,361,5,Num,C,12. Prorratas - 2 - % de prorrata [118],,"3 enteros 2 decimales, menor o igual que 100."
29,366,40,An,C,12. Prorratas - 3 - Actividad desarrollada,,
30,406,3,An,C,12. Prorratas - 3 - Código CNAE [114],,CNAE-2025
31,409,17,Num,C,12. Prorratas - 3 - Importe de operaciones [115],,15 enteros 2 decimales
32,426,17,Num,C,12. Prorratas - 3 - Importe de operaciones con derecho a deducción [116],,15 enteros 2 decimales
33,443,1,An,C,12. Prorratas - 3 - Tipo de prorrata [117],,"""G"", ""E"" o blanco."
34,444,5,Num,C,12. Prorratas - 3 - % de prorrata [118],,"3 enteros 2 decimales, menor o igual que 100."
35,449,40,An,C,12. Prorratas - 4 - Actividad desarrollada,,
36,489,3,An,C,12. Prorratas - 4 - Código CNAE [114],,CNAE-2025
37,492,17,Num,C,12. Prorratas - 4 - Importe de operaciones [115],,15 enteros 2 decimales
38,509,17,Num,C,12. Prorratas - 4 - Importe de operaciones con derecho a deducción [116],,15 enteros 2 decimales
39,526,1,An,C,12. Prorratas - 4 - Tipo de prorrata [117],,"""G"", ""E"" o blanco."
40,527,5,Num,C,12. Prorratas - 4 - % de prorrata [118],,"3 enteros 2 decimales, menor o igual que 100."
41,532,40,An,C,12. Prorratas - 5 - Actividad desarrollada,,
42,572,3,An,C,12. Prorratas - 5 - Código CNAE [114],,CNAE-2025
43,575,17,Num,C,12. Prorratas - 5 - Importe de operaciones [115],,15 enteros 2 decimales
44,592,17,Num,C,12. Prorratas - 5 - Importe de operaciones con derecho a deducción [116],,15 enteros 2 decimales
45,609,1,An,C,12. Prorratas - 5 - Tipo de prorrata [117],,"""G"", ""E"" o blanco."
46,610,5,Num,C,12. Prorratas - 5 - % de prorrata [118],,"3 enteros 2 decimales, menor o igual que 100."
47,615,150,An,,RESERVADO PARA LA A.E.A.T. (Dejar en blanco) ,,
48,765,12,An,C,Indentificador de Fin de registro,OBLIGATORIO,"Constante ""</T39007000>"""
TOTAL,,776,   POSICIONES,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Nota1: ,,,,,,,
"1. Los campos deben ser A (Alfabético) An (Alfanumérico), Num (Numérico sin signo) o N (Numérico con signo).",,,,,,,
"2. Los campos alfanuméricos (An) sólo admiten letras, números y blancos. Deberán estar alineados a la izquierda, rellenando con blancos por la derecha.",,,,,,,
3. Los campos numéricos (Num) sólo admiten números. Los datos numéricos deberán estar alineados a la derecha rellenando con ceros por la izquierda.,,,,,,,
4. Los campos numéricos con signo (N) admiten números más el carácter N . Los datos numéricos deberán estar alineados a la derecha rellenando con ceros por la izquierda.,,,,,,,
5. Los datos numéricos negativos llevarán una N en la primera posición del campo.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
