,   Agencia Tributaria,,,,,
,,,,,,
Modelo 390,,Diseño de registro. Castellano.,,,,
vers.1.02,,IVA,,,,
Nº,Posic.,Lon,Tipo,Descripción,Validación,Contenido
1,1,2,An,Inicio del identificador de modelo y página.,OBLIGATORIO,"Constante ""<T"""
2,3,3,Num,Modelo,OBLIGATORIO,"Constante ""390"""
3,6,5,Num,Página,OBLIGATORIO.,"Constante ""08000"""
4,11,1,An,Fin de identificador de modelo.,OBLIGATORIO,"Constante "">"" "
5,12,1,A,Indicador de página complementaria.,,En blanco
6,13,17,N,13. Reg. Deducc. Diferenc.- 1 - IVA ded. Operac. Interiores - Bienes y servic. - Base imponible [139],,15 enteros 2 decimales
7,30,17,N,13. Reg. Deducc. Diferenc.- 1 - IVA ded. Operac. Interiores - Bienes y servic. - Cuota deducible [140],,15 enteros 2 decimales
8,47,17,N,13. Reg. Deducc. Diferenc.- 1 - IVA ded. Operac. Interiores - Bienes inversión - Base imponible [141],,15 enteros 2 decimales
9,64,17,N,13. Reg. Deducc. Diferenc.- 1 - IVA ded. Operac. Interiores - Bienes inversión - Cuota deducible [142],,15 enteros 2 decimales
10,81,17,N,13. Reg. Deducc. Diferenc.- 1 - IVA ded. Importaciones - Bienes corrientes - Base imponible [143],,15 enteros 2 decimales
11,98,17,N,13. Reg. Deducc. Diferenc.- 1 - IVA ded. Importaciones - Bienes corrientes - Cuota deducible [144],,15 enteros 2 decimales
12,115,17,N,13. Reg. Deducc. Diferenc.- 1 - IVA ded. Importaciones - Bienes inversión - Base imponible [145],,15 enteros 2 decimales
13,132,17,N,13. Reg. Deducc. Diferenc.- 1 - IVA ded. Importaciones - Bienes inversión - Cuota deducible [146],,15 enteros 2 decimales
14,149,17,N,13. Reg. Deducc. Diferenc.- 1 - IVA ded. Adquisic. intracomun. - Bienes corrientes - Base imponible [147],,15 enteros 2 decimales
15,166,17,N,13. Reg. Deducc. Diferenc.- 1 - IVA ded. Adquisic. intracomun.  - Bienes corrientes - Cuota deducible [148],,15 enteros 2 decimales
16,183,17,N,13. Reg. Deducc. Diferenc.- 1 - IVA ded. Adquisic. intracomun. - Bienes inversión - Base imponible [149],,15 enteros 2 decimales
17,200,17,N,13. Reg. Deducc. Diferenc.- 1 - IVA ded. Adquisic. intracomun. - Bienes inversión - Cuota deducible [150],,15 enteros 2 decimales
18,217,17,N,13. Reg. Deducc. Diferenc.- 1 - Compensac. rég. especial agric./ganad./pesca - Base impon. [151] ,,15 enteros 2 decimales
19,234,17,N,13. Reg. Deducc. Diferenc.- 1 - Compensac. rég. especial agric./ganad./pesca - Cuota deduc. [152] ,,15 enteros 2 decimales
20,251,17,N,13. Reg. Deducc. Diferenc.- 1 - Rectificación de deducciones - Base impon.  [640],,15 enteros 2 decimales
21,268,17,N,13. Reg. Deducc. Diferenc.- 1 - Rectificación de deducciones - Cuota deduc. [153],,15 enteros 2 decimales
22,285,17,N,13. Reg. Deducc. Diferenc.- 1 - Regularización de inversiones [154],,15 enteros 2 decimales
23,302,17,N,13. Reg. Deducc. Diferenc.- 1 - Suma de deducciones [155],,15 enteros 2 decimales
24,319,17,N,13. Reg. Deducc. Diferenc.- 2 - IVA ded. Operac. Interiores - Bienes y servic. - Base imponible [156],,15 enteros 2 decimales
25,336,17,N,13. Reg. Deducc. Diferenc.- 2 - IVA ded. Operac. Interiores - Bienes y servic. - Cuota deducible [157],,15 enteros 2 decimales
26,353,17,N,13. Reg. Deducc. Diferenc.- 2 - IVA ded. Operac. Interiores - Bienes inversión - Base imponible [158],,15 enteros 2 decimales
27,370,17,N,13. Reg. Deducc. Diferenc.- 2 - IVA ded. Operac. Interiores - Bienes inversión - Cuota deducible [159],,15 enteros 2 decimales
28,387,17,N,13. Reg. Deducc. Diferenc.- 2 - IVA ded. Importaciones - Bienes corrientes - Base imponible [160],,15 enteros 2 decimales
29,404,17,N,13. Reg. Deducc. Diferenc.- 2 - IVA ded. Importaciones - Bienes corrientes - Cuota deducible [161],,15 enteros 2 decimales
30,421,17,N,13. Reg. Deducc. Diferenc.- 2 - IVA ded. Importaciones - Bienes inversión - Base imponible [162],,15 enteros 2 decimales
31,438,17,N,13. Reg. Deducc. Diferenc.- 2 - IVA ded. Importaciones - Bienes inversión - Cuota deducible [163],,15 enteros 2 decimales
32,455,17,N,13. Reg. Deducc. Diferenc.- 2 - IVA ded. Adquisic. intracomun. - Bienes corrientes - Base imponible [164],,15 enteros 2 decimales
33,472,17,N,13. Reg. Deducc. Diferenc.- 2 - IVA ded. Adquisic. intracomun.  - Bienes corrientes - Cuota deducible [165],,15 enteros 2 decimales
34,489,17,N,13. Reg. Deducc. Diferenc.- 2 - IVA ded. Adquisic. intracomun. - Bienes inversión - Base imponible [166],,15 enteros 2 decimales
35,506,17,N,13. Reg. Deducc. Diferenc.- 2 - IVA ded. Adquisic. intracomun. - Bienes inversión - Cuota deducible [167],,15 enteros 2 decimales
36,523,17,N,13. Reg. Deducc. Diferenc.- 2 - Compensac. rég. especial agric./ganad./pesca - Base impon. [168] ,,15 enteros 2 decimales
37,540,17,N,13. Reg. Deducc. Diferenc.- 2 - Compensac. rég. especial agric./ganad./pesca - Cuota deduc. [169] ,,15 enteros 2 decimales
38,557,17,N,13. Reg. Deducc. Diferenc.- 2 - Rectificación de deducciones - Base impon. [641],,15 enteros 2 decimales
39,574,17,N,13. Reg. Deducc. Diferenc.- 2 - Rectificación de deducciones - Cuota decuc. [170],,15 enteros 2 decimales
40,591,17,N,13. Reg. Deducc. Diferenc.- 2 - Regularización de inversiones [171],,15 enteros 2 decimales
41,608,17,N,13. Reg. Deducc. Diferenc.- 2 - Suma de deducciones [172],,15 enteros 2 decimales
42,625,17,N,13. Reg. Deducc. Diferenc.- 3 - IVA ded. Operac. Interiores - Bienes y servic. - Base imponible [173],,15 enteros 2 decimales
43,642,17,N,13. Reg. Deducc. Diferenc.- 3 - IVA ded. Operac. Interiores - Bienes y servic. - Cuota deducible [174],,15 enteros 2 decimales
44,659,17,N,13. Reg. Deducc. Diferenc.- 3 - IVA ded. Operac. Interiores - Bienes inversión - Base imponible [175],,15 enteros 2 decimales
45,676,17,N,13. Reg. Deducc. Diferenc.- 3 - IVA ded. Operac. Interiores - Bienes inversión - Cuota deducible [176],,15 enteros 2 decimales
