,   Agencia Tributaria,,,,,

Modelo 303,,Diseño de registro.,,,,
,,Impuesto sobre el Valor Añadido,,,,
Nº,Posic.,Lon,Tipo,Descripción,Validación,Contenido
1,1,2,An,Inicio del identificador de modelo y página., Obligatorio ," Constante ""<T"""
2,3,3, Num ,Modelo., Obligatorio ," Constante ""303"" "
3,6,5, Num ,Página., Obligatorio ," Constante ""03000"""
4,11,1, An ,Fin de identificador de modelo. , Obligatorio ," Constante "">"""
5,12,17,N,Información adicional - Entregas intracomunitarias de bienes y servicios [59],,15 enteros y 2 decimales
6,29,17,N,Información adicional - Exportaciones y operaciones asimiladas [60],,15 enteros y 2 decimales
7,46,17,N,Información adicional - Operaciones no sujetas por reglas de localización (excepto las incluidas en la casilla 123) [120],,15 enteros y 2 decimales
8,63,17,N,Información adicional - Operaciones sujetas con inversión del sujeto pasivo [122],,15 enteros y 2 decimales
9,80,17,N,Información adicional - Operaciones no sujetas por reglas de localización acogidas a los regímenes especiales de ventanilla única [123],,15 enteros y 2 decimales
10,97,17,N,Información adicional - Operaciones sujetas y acogidas a los regímenes especiales de ventanilla única [124],,15 enteros y 2 decimales
11,114,17,N,Información adicional - Importes de las entregas de bienes y prestaciones de servicios a las que habiéndoles sido aplicado el régimen especial del criterio de caja hubieran resultado devengadas conforme a la regla general de devengo contenida en el art. 75 LIVA - Base Imponible [62],,15 enteros y 2 decimales
12,131,17,N,Información adicional - Importes de las entregas de bienes y prestaciones de servicios a las que habiéndoles sido aplicado el régimen especial del criterio de caja hubieran resultado devengadas conforme a la regla general de devengo contenida en el art. 75 LIVA - Cuota [63],,15 enteros y 2 decimales
13,148,17,N,"Información adicional - Importes de las adquisiciones de bienes y servicios a las que sea de aplicación o afecte el régimen
especial del criterio de caja - Base Imponible [74]",,15 enteros y 2 decimales
14,165,17,N,"Información adicional - Importes de las adquisiciones de bienes y servicios a las que sea de aplicación o afecte el régimen
especial del criterio de caja - Cuota [75]",,15 enteros y 2 decimales
15,182,17,N,Resultado - Regularización cuotas art. 80.cinco.5ª LIVA  [76],,15 enteros y 2 decimales
16,199,17,N,Resultado - Suma de resultados ( [46] + [58] + [76] ) [64],,15 enteros y 2 decimales
17,216,5,Num,Resultado - % Atribuible a la Administración del Estado [65], ,3 enteros y 2 decimales
18,221,17,N,Resultado - Atribuible a la Administración del Estado [66], ,15 enteros y 2 decimales
19,238,17,Num,Resultado - IVA a la importación liquidado por la Aduana pendiente de ingreso  [77],,15 enteros y 2 decimales
20,255,17,Num,Resultado - Cuotas a compensar pendientes de periodos anteriores [110], ,15 enteros y 2 decimales
21,272,17,Num,Resultado - Cuotas a compensar de periodos anteriores aplicadas en este periodo [78],,15 enteros y 2 decimales
22,289,17,Num,Resultado - Cuotas a compensar de periodos previos pendientes para periodos posteriores ([110] - [78]) [87],,15 enteros y 2 decimales
23,306,17,N,Resultado - Exclusivamente para sujetos pasivos que tributan conjuntamente a la Administración del Estado y a las Haciendas Forales Resultado de la regularización anual [68], ,15 enteros y 2 decimales
24,323,17,N,Rectificativa - Exclusivamente para determinados supuestos de autoliquidación rectificativa por discrepancia de criterio administrativo que no deban incluirse en otras casillas. Otros ajustes [108],,15 enteros y 2 decimales
25,340,17,N,Resultado - Resultado de la autoliquidación ( [66] + [77] - [78] + [68] + [108] ) [69], ,15 enteros y 2 decimales
26,357,17,Num,"Resultado - Resultados a ingresar de anteriores autoliquidaciones o liquidaciones administrativas
correspondientes al ejercicio y período objeto de la autoliquidación [70]", ,15 enteros y 2 decimales
27,374,17,Num,"Resultado - Devoluciones acordadas por la Agencia Tributaria como consecuencia de la tramitación de
anteriores autoliquidaciones correspondientes al ejercicio y período objeto de la autoliquidación [109]",,15 enteros y 2 decimales
28,391,17,Num,"Resultado - Pago a cuenta de entregas de gasolinas, gasóleos y biocarburantes posteriores a la ultimación del régimen de depósito
distinto del aduanero atribuible a la Administración del Estado (Suma de la casilla 36 de todos los modelos 319 correspondientes a entregas incluidas en esta autoliquidación) [112]",,15 enteros y 2 decimales. Nota 2
29,408,17,N,Resultado - Resultado ( [69] - [70] + [109] - [112] ) [71], ,15 enteros y 2 decimales
30,425,1,An,Declaración Sin actividad, ,X o blanco
31,426,1,An,Rectificativa - Autoliquidación rectificativa, ,X o blanco
32,427,13,An,Rectificativa - Número justificante identificativo de la autoliquidación anterior, ,
33,440,1,An,Rectificativa - Como consecuencia de la presentación de la autoliquidación rectificativa solicito dar de baja/modificar la domiciliación efectuada,,X o blanco
34,441,17,Num,Rectificativa - Rectificación - Importe [111],,15 enteros y 2 decimales
35,458,1,An,Rectificativa - Motivo de la rectificación: Rectificaciones (excepto incluidas en el motivo siguiente),,X o blanco
36,459,1,An,Rectificativa - Motivo de la rectificación: Discrepancia criterio administrativo,,X o blanco
37,460,546,An,Reservado para la AEAT,,
38,1006,12,An,Indicador de fin de registro, Obligatorio ," Constante ""</T30303000>"""
TOTAL,,1017,   POSICIONES,,,
,,,,,,
,,,,,,
Nota 1:,,,,,,
"1. Los campos deben ser A (Alfabético) An (Alfanumérico), Num (Numérico sin signo) o N (Numérico con signo).",,,,,,
"2. Los campos alfanuméricos (An) sólo admiten letras, números y blancos. Deberán estar alineados a la izquierda, rellenando con blancos por la derecha.",,,,,,
3. Los campos numéricos (Num) sólo admiten números. Los datos numéricos deberán estar alineados a la derecha rellenando con ceros por la izquierda.,,,,,,
4. Los campos numéricos con signo (N) admiten números más el carácter N . Los datos numéricos deberán estar alineados a la derecha rellenando con ceros por la izqda.,,,,,,
5. Los datos numéricos negativos llevarán una N en la primera posición del campo.,,,,,,
6. Para el IBAN español deberá empezar por ES y únicamente se usan las primeras 24 posiciones.,,,,,,
,,,,,,
Nota 2:,,,,,,
Sólo para periodo 02 y siguientes.,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
